===
Lewis VS. Stein
Battle 1: Lewis (AC) DEFEATED Stein (KH) : Lewis 27, Stein 25
Battle 362: are  (AH) DEFEATED people (2S) : people 18, are  34
Battle 363: people (JC) DEFEATED are  (4D) : people 19, are  33
Battle 364: are  (TD) DEFEATED people (4S) : people 18, are  34
Battle 365: people (JH) DEFEATED are  (5C) : people 19, are  33
Battle 366: people (9C) DEFEATED are  (6C) : people 20, are  32
Battle 367: people (KH) DEFEATED are  (4C) : people 21, are  31
Battle 368: are  (TS) DEFEATED people (8D) : people 20, are  32
Battle 369: people (JS) DEFEATED are  (3S) : people 21, are  31
Battle 370: are  (QC) DEFEATED people (6D) : people 20, are  32
Battle 371: people (TC) DEFEATED are  (7H) : people 21, are  31
Battle 372: are  (8C) DEFEATED people (7C) : people 20, are  32
Battle 373: people (AS) DEFEATED are  (4H) : people 21, are  31
Battle 374: are  (AC) DEFEATED people (3H) : people 20, are  32
Battle 375: people (KC) DEFEATED are  (5S) : people 21, are  31
Battle 376: are  (QD) DEFEATED people (3C) : people 20, are  32
Battle 377: people (JD) DEFEATED are  (2H) : people 21, are  31
Battle 378: are  (QS) DEFEATED people (5H) : people 20, are  32
Battle 379: people (9H) DEFEATED are  (7D) : people 21, are  31
Battle 380: are  (8H) DEFEATED people (7S) : people 20, are  32
Battle 381: people (JC) DEFEATED are  (9D) : people 21, are  31
Battle 382: are  (TH) DEFEATED people (4D) : people 20, are  32
Battle 383: people (JH) DEFEATED are  (6S) : people 21, are  31
Battle 384: are  (QH) DEFEATED people (5C) : people 20, are  32
Battle 385: people (9C) DEFEATED are  (5D) : people 21, are  31
Battle 386: are  (KS) DEFEATED people (6C) : people 20, are  32
Battle 387: people (KH) DEFEATED are  (2C) : people 21, are  31
Battle 388: are  (AD) DEFEATED people (4C) : people 20, are  32
Battle 389: people (JS) DEFEATED are  (3D) : people 21, are  31
Battle 390: are  (8S) DEFEATED people (3S) : people 20, are  32
Battle 391: people (TC) DEFEATED are  (6H) : people 21, are  31
Battle 392: are  (9S) DEFEATED people (7H) : people 20, are  32
Battle 393: people (AS) DEFEATED are  (2D) : people 21, are  31
Battle 394: are  (KD) DEFEATED people (4H) : people 20, are  32
Battle 395: people (KC) DEFEATED are  (2S) : people 21, are  31
Battle 396: are  (AH) DEFEATED people (5S) : people 20, are  32
Battle 397: people (JD) DEFEATED are  (4S) : people 21, are  31
Battle 398: are  (TD) DEFEATED people (2H) : people 20, are  32
Battle 399: people (9H) DEFEATED are  (8D) : people 21, are  31
Battle 400: are  (TS) DEFEATED people (7D) : people 20, are  32
Battle 401: people (JC) DEFEATED are  (6D) : people 21, are  31
Battle 402: are  (QC) DEFEATED people (9D) : people 20, are  32
Battle 403: people (JH) DEFEATED are  (7C) : people 21, are  31
Battle 404: are  (8C) DEFEATED people (6S) : people 20, are  32
Battle 405: people (9C) DEFEATED are  (3H) : people 21, are  31
Battle 406: are  (AC) DEFEATED people (5D) : people 20, are  32
Battle 407: people (KH) DEFEATED are  (3C) : people 21, are  31
Battle 408: are  (QD) DEFEATED people (2C) : people 20, are  32
Battle 409: people (JS) DEFEATED are  (5H) : people 21, are  31
Battle 410: are  (QS) DEFEATED people (3D) : people 20, are  32
Battle 411: people (TC) DEFEATED are  (7S) : people 21, are  31
Battle 412: are  (8H) DEFEATED people (6H) : people 20, are  32
Battle 413: people (AS) DEFEATED are  (4D) : people 21, are  31
Battle 414: are  (TH) DEFEATED people (2D) : people 20, are  32
Battle 415: people (KC) DEFEATED are  (5C) : people 21, are  31
Battle 416: are  (QH) DEFEATED people (2S) : people 20, are  32
Battle 417: people (JD) DEFEATED are  (6C) : people 21, are  31
Battle 418: are  (KS) DEFEATED people (4S) : people 20, are  32
Battle 419: people (9H) DEFEATED are  (4C) : people 21, are  31
Battle 420: are  (AD) DEFEATED people (8D) : people 20, are  32
Battle 421: people (JC) DEFEATED are  (3S) : people 21, are  31
Battle 422: are  (8S) DEFEATED people (6D) : people 20, are  32
Battle 423: people (JH) DEFEATED are  (7H) : people 21, are  31
Battle 424: are  (9S) DEFEATED people (7C) : people 20, are  32
Battle 425: people (9C) DEFEATED are  (4H) : people 21, are  31
Battle 426: are  (KD) DEFEATED people (3H) : people 20, are  32
Battle 427: people (KH) DEFEATED are  (5S) : people 21, are  31
Battle 428: are  (AH) DEFEATED people (3C) : people 20, are  32
Battle 429: people (JS) DEFEATED are  (2H) : people 21, are  31
Battle 430: are  (TD) DEFEATED people (5H) : people 20, are  32
Battle 431: people (TC) DEFEATED are  (7D) : people 21, are  31
Battle 432: are  (TS) DEFEATED people (7S) : people 20, are  32
Battle 433: people (AS) DEFEATED are  (9D) : people 21, are  31
Battle 434: are  (QC) DEFEATED people (4D) : people 20, are  32
Battle 435: people (KC) DEFEATED are  (6S) : people 21, are  31
Battle 436: are  (8C) DEFEATED people (5C) : people 20, are  32
Battle 437: people (JD) DEFEATED are  (5D) : people 21, are  31
Battle 438: are  (AC) DEFEATED people (6C) : people 20, are  32
Battle 439: people (9H) DEFEATED are  (2C) : people 21, are  31
Battle 440: are  (QD) DEFEATED people (4C) : people 20, are  32
Battle 441: people (JC) DEFEATED are  (3D) : people 21, are  31
Battle 442: are  (QS) DEFEATED people (3S) : people 20, are  32
Battle 443: people (JH) DEFEATED are  (6H) : people 21, are  31
Battle 444: are  (8H) DEFEATED people (7H) : people 20, are  32
Battle 445: people (9C) DEFEATED are  (2D) : people 21, are  31
Battle 446: are  (TH) DEFEATED people (4H) : people 20, are  32
Battle 447: people (KH) DEFEATED are  (2S) : people 21, are  31
Battle 448: are  (QH) DEFEATED people (5S) : people 20, are  32
Battle 449: people (JS) DEFEATED are  (4S) : people 21, are  31
Battle 450: are  (KS) DEFEATED people (2H) : people 20, are  32
Battle 451: people (TC) DEFEATED are  (8D) : people 21, are  31
Battle 452: are  (AD) DEFEATED people (7D) : people 20, are  32
Battle 453: people (AS) DEFEATED are  (6D) : people 21, are  31
Battle 454: people (9D) DEFEATED are  (8S) : people 22, are  30
Battle 455: people (KC) DEFEATED are  (7C) : people 23, are  29
Battle 456: are  (9S) DEFEATED people (6S) : people 22, are  30
Battle 457: people (JD) DEFEATED are  (3H) : people 23, are  29
Battle 458: are  (KD) DEFEATED people (5D) : people 22, are  30
Battle 459: people (9H) DEFEATED are  (3C) : people 23, are  29
Battle 460: are  (AH) DEFEATED people (2C) : people 22, are  30
Battle 461: people (JC) DEFEATED are  (5H) : people 23, are  29
Battle 462: are  (TD) DEFEATED people (3D) : people 22, are  30
Battle 463: people (JH) DEFEATED are  (7S) : people 23, are  29
Battle 464: are  (TS) DEFEATED people (6H) : people 22, are  30
Battle 465: people (9C) DEFEATED are  (4D) : people 23, are  29
Battle 466: are  (QC) DEFEATED people (2D) : people 22, are  30
Battle 467: people (KH) DEFEATED are  (5C) : people 23, are  29
Battle 468: are  (8C) DEFEATED people (2S) : people 22, are  30
Battle 469: people (JS) DEFEATED are  (6C) : people 23, are  29
Battle 470: are  (AC) DEFEATED people (4S) : people 22, are  30
Battle 471: people (TC) DEFEATED are  (4C) : people 23, are  29
Battle 472: are  (QD) DEFEATED people (8D) : people 22, are  30
Battle 473: people (AS) DEFEATED are  (3S) : people 23, are  29
Battle 474: are  (QS) DEFEATED people (6D) : people 22, are  30
Battle 475: people (9D) DEFEATED are  (7H) : people 23, are  29
Battle 476: are  (8H) TIED people (8S) : people 18, are  34
Battle 477: people (9H) DEFEATED are  (2H) : people 19, are  33
Battle 478: are  (KS) DEFEATED people (3C) : people 18, are  34
Battle 479: people (JC) DEFEATED are  (7D) : people 19, are  33
Battle 480: are  (AD) DEFEATED people (5H) : people 18, are  34
Battle 481: people (JH) DEFEATED are  (6S) : people 19, are  33
Battle 482: are  (9S) DEFEATED people (7S) : people 18, are  34
Battle 483: people (9C) DEFEATED are  (5D) : people 19, are  33
Battle 484: are  (KD) DEFEATED people (4D) : people 18, are  34
Battle 485: people (KH) DEFEATED are  (2C) : people 19, are  33
Battle 486: are  (AH) DEFEATED people (5C) : people 18, are  34
Battle 487: people (JS) DEFEATED are  (3D) : people 19, are  33
Battle 488: are  (TD) DEFEATED people (6C) : people 18, are  34
Battle 489: people (TC) DEFEATED are  (6H) : people 19, are  33
Battle 490: are  (TS) DEFEATED people (4C) : people 18, are  34
Battle 491: people (AS) DEFEATED are  (2D) : people 19, are  33
Battle 492: are  (QC) DEFEATED people (3S) : people 18, are  34
Battle 493: people (9D) DEFEATED are  (2S) : people 19, are  33
Battle 494: are  (8C) DEFEATED people (7H) : people 18, are  34
Battle 495: people (9H) DEFEATED are  (4S) : people 19, are  33
Battle 496: are  (AC) DEFEATED people (2H) : people 18, are  34
Battle 497: people (JC) DEFEATED are  (8D) : people 19, are  33
Battle 498: are  (QD) DEFEATED people (7D) : people 18, are  34
Battle 499: people (JH) DEFEATED are  (6D) : people 19, are  33
Battle 500: are  (QS) DEFEATED people (6S) : people 18, are  34
Battle 501: people (9C) DEFEATED are  (8S) : people 19, are  33
Battle 502: are  (8H) DEFEATED people (5D) : people 18, are  34
Battle 503: are  (KC) TIED people (KH) : people 23, are  29
Battle 504: are  (TH) DEFEATED people (6H) : people 22, are  30
Battle 505: people (AS) DEFEATED are  (5S) : people 23, are  29
Battle 506: are  (QH) DEFEATED people (2D) : people 22, are  30
Battle 507: people (9D) DEFEATED are  (3C) : people 23, are  29
Battle 508: are  (KS) DEFEATED people (2S) : people 22, are  30
Battle 509: people (9H) DEFEATED are  (5H) : people 23, are  29
Battle 510: are  (AD) DEFEATED people (4S) : people 22, are  30
Battle 511: people (JC) DEFEATED are  (7S) : people 23, are  29
Battle 512: are  (9S) DEFEATED people (8D) : people 22, are  30
Battle 513: people (JH) DEFEATED are  (4D) : people 23, are  29
Battle 514: are  (KD) DEFEATED people (6D) : people 22, are  30
Battle 515: people (9C) DEFEATED are  (5C) : people 23, are  29
Battle 516: are  (AH) DEFEATED people (8S) : people 22, are  30
Battle 517: people (KH) DEFEATED are  (6C) : people 23, are  29
Battle 518: people (KC) DEFEATED are  (TD) : people 24, are  28
Battle 519: are  (4C) DEFEATED people (2C) : people 23, are  29
Battle 520: people (JS) DEFEATED are  (TS) : people 24, are  28
Battle 521: are  (3S) TIED people (3D) : people 29, are  23
Battle 522: are  (AC) DEFEATED people (4H) : people 28, are  24
Battle 523: people (AS) DEFEATED are  (7D) : people 29, are  23
Battle 524: are  (QD) DEFEATED people (5S) : people 28, are  24
Battle 525: people (9D) DEFEATED are  (6S) : people 29, are  23
Battle 526: are  (QS) DEFEATED people (3C) : people 28, are  24
Battle 527: people (9H) DEFEATED are  (5D) : people 29, are  23
Battle 528: are  (8H) DEFEATED people (5H) : people 28, are  24
Battle 529: people (JC) DEFEATED are  (6H) : people 29, are  23
Battle 530: are  (TH) DEFEATED people (7S) : people 28, are  24
Battle 531: people (JH) DEFEATED are  (2D) : people 29, are  23
Battle 532: are  (QH) DEFEATED people (4D) : people 28, are  24
Battle 533: people (9C) DEFEATED are  (2S) : people 29, are  23
Battle 534: are  (KS) DEFEATED people (5C) : people 28, are  24
Battle 535: people (KH) DEFEATED are  (4S) : people 29, are  23
Battle 536: are  (AD) DEFEATED people (6C) : people 28, are  24
Battle 537: people (KC) DEFEATED are  (8D) : people 29, are  23
Battle 538: people (TD) DEFEATED are  (9S) : people 30, are  22
Battle 539: people (JS) DEFEATED are  (6D) : people 31, are  21
Battle 540: are  (KD) DEFEATED people (TS) : people 30, are  22
Battle 541: are  (8S) DEFEATED people (3D) : people 29, are  23
Battle 542: are  (AH) DEFEATED people (3S) : people 28, are  24
Battle 543: people (TC) DEFEATED are  (2C) : people 29, are  23
Battle 544: people (7C) DEFEATED are  (4C) : people 30, are  22
Battle 545: people (JD) DEFEATED are  (4H) : people 31, are  21
Battle 546: are  (AC) DEFEATED people (3H) : people 30, are  22
Battle 547: people (QC) DEFEATED are  (5S) : people 31, are  21
Battle 548: are  (QD) DEFEATED people (7H) : people 30, are  22
Battle 549: people (8C) DEFEATED are  (3C) : people 31, are  21
Battle 550: are  (QS) DEFEATED people (2H) : people 30, are  22
Battle 551: people (AS) DEFEATED are  (5H) : people 31, are  21
Battle 552: are  (8H) DEFEATED people (7D) : people 30, are  22
Battle 553: people (9D) DEFEATED are  (7S) : people 31, are  21
Battle 554: are  (TH) DEFEATED people (6S) : people 30, are  22
Battle 555: people (9H) DEFEATED are  (4D) : people 31, are  21
Battle 556: are  (QH) DEFEATED people (5D) : people 30, are  22
Battle 557: people (JC) DEFEATED are  (5C) : people 31, are  21
Battle 558: are  (KS) DEFEATED people (6H) : people 30, are  22
Battle 559: people (JH) DEFEATED are  (6C) : people 31, are  21
Battle 560: are  (AD) DEFEATED people (2D) : people 30, are  22
Battle 561: are  (TS) DEFEATED people (9C) : people 29, are  23
Battle 562: are  (KD) DEFEATED people (2S) : people 28, are  24
Battle 563: people (KH) DEFEATED are  (3D) : people 29, are  23
Battle 564: are  (8S) DEFEATED people (4S) : people 28, are  24
Battle 565: people (KC) DEFEATED are  (3S) : people 29, are  23
Battle 566: are  (AH) DEFEATED people (8D) : people 28, are  24
Battle 567: people (TD) DEFEATED are  (3H) : people 29, are  23
Battle 568: are  (AC) DEFEATED people (9S) : people 28, are  24
Battle 569: people (JS) DEFEATED are  (7H) : people 29, are  23
Battle 570: are  (QD) DEFEATED people (6D) : people 28, are  24
Battle 571: people (TC) DEFEATED are  (2H) : people 29, are  23
Battle 572: are  (QS) DEFEATED people (2C) : people 28, are  24
Battle 573: are  (7D) TIED people (7C) : people 33, are  19
Battle 574: are  (QH) DEFEATED people (5S) : people 32, are  20
Battle 575: people (8C) DEFEATED are  (6H) : people 33, are  19
Battle 576: are  (KS) DEFEATED people (3C) : people 32, are  20
Battle 577: people (AS) DEFEATED are  (2D) : people 33, are  19
Battle 578: are  (AD) DEFEATED people (5H) : people 32, are  20
Battle 579: are  (9C) TIED people (9D) : people 37, are  15
Battle 580: are  (8S) DEFEATED people (5C) : people 36, are  16
Battle 581: people (JH) DEFEATED are  (8D) : people 37, are  15
Battle 582: are  (AH) DEFEATED people (6C) : people 36, are  16
Battle 583: people (KH) DEFEATED are  (9S) : people 37, are  15
Battle 584: are  (AC) DEFEATED people (3D) : people 36, are  16
Battle 585: people (KC) DEFEATED are  (6D) : people 37, are  15
Battle 586: are  (QD) DEFEATED people (3S) : people 36, are  16
Battle 587: people (TD) DEFEATED are  (2C) : people 37, are  15
Battle 588: are  (QS) DEFEATED people (3H) : people 36, are  16
Battle 589: people (JS) DEFEATED are  (5S) : people 37, are  15
Battle 590: are  (QH) DEFEATED people (7H) : people 36, are  16
Battle 591: people (TC) DEFEATED are  (3C) : people 37, are  15
Battle 592: are  (KS) DEFEATED people (2H) : people 36, are  16
Battle 593: people (7C) DEFEATED are  (5H) : people 37, are  15
Battle 594: are  (AD) DEFEATED people (7D) : people 36, are  16
Battle 595: are  (5C) DEFEATED people (4C) : people 35, are  17
Battle 596: people (JD) DEFEATED are  (8S) : people 36, are  16
Battle 597: are  (6C) DEFEATED people (4H) : people 35, are  17
Battle 598: are  (AH) DEFEATED people (QC) : people 34, are  18
Battle 599: people (8H) DEFEATED are  (3D) : people 35, are  17
Battle 600: are  (AC) DEFEATED people (6S) : people 34, are  18
Battle 601: people (TH) DEFEATED are  (3S) : people 35, are  17
Battle 602: are  (QD) DEFEATED people (5D) : people 34, are  18
Battle 603: people (8C) DEFEATED are  (3H) : people 35, are  17
Battle 604: are  (QS) DEFEATED people (6H) : people 34, are  18
Battle 605: people (AS) DEFEATED are  (7H) : people 35, are  17
Battle 606: are  (QH) DEFEATED people (2D) : people 34, are  18
Battle 607: people (9D) DEFEATED are  (2H) : people 35, are  17
Battle 608: are  (KS) DEFEATED people (9C) : people 34, are  18
Battle 609: are  (7D) TIED people (7S) : people 39, are  13
Battle 610: are  (6C) DEFEATED people (2S) : people 38, are  14
Battle 611: people (KD) DEFEATED are  (QC) : people 39, are  13
Battle 612: are  (AH) DEFEATED people (4S) : people 38, are  14
Battle 613: people (JH) DEFEATED are  (6S) : people 39, are  13
Battle 614: are  (AC) DEFEATED people (8D) : people 38, are  14
Battle 615: people (KH) DEFEATED are  (5D) : people 39, are  13
Battle 616: are  (QD) DEFEATED people (9S) : people 38, are  14
Battle 617: people (KC) DEFEATED are  (6H) : people 39, are  13
Battle 618: are  (QS) DEFEATED people (6D) : people 38, are  14
Battle 619: people (TD) DEFEATED are  (2D) : people 39, are  13
Battle 620: are  (QH) DEFEATED people (2C) : people 38, are  14
Battle 621: people (JS) DEFEATED are  (9C) : people 39, are  13
Battle 622: are  (KS) DEFEATED people (5S) : people 38, are  14
Battle 623: people (TC) DEFEATED are  (2S) : people 39, are  13
Battle 624: are  (6C) DEFEATED people (3C) : people 38, are  14
Battle 625: people (7C) DEFEATED are  (4S) : people 39, are  13
Battle 626: are  (AH) DEFEATED people (5H) : people 38, are  14
Battle 627: people (JD) DEFEATED are  (8D) : people 39, are  13
Battle 628: are  (AC) DEFEATED people (8S) : people 38, are  14
Battle 629: are  (9S) DEFEATED people (8H) : people 37, are  15
Battle 630: are  (QD) DEFEATED people (3D) : people 36, are  16
Battle 631: people (TH) DEFEATED are  (6D) : people 37, are  15
Battle 632: are  (QS) DEFEATED people (3S) : people 36, are  16
Battle 633: people (8C) DEFEATED are  (2C) : people 37, are  15
Battle 634: are  (QH) DEFEATED people (3H) : people 36, are  16
Battle 635: people (AS) DEFEATED are  (5S) : people 37, are  15
Battle 636: are  (KS) DEFEATED people (7H) : people 36, are  16
Battle 637: people (9D) DEFEATED are  (3C) : people 37, are  15
Battle 638: are  (6C) DEFEATED people (2H) : people 36, are  16
Battle 639: people (7S) DEFEATED are  (5H) : people 37, are  15
Battle 640: are  (AH) DEFEATED people (7D) : people 36, are  16
Battle 641: people (9H) DEFEATED are  (8S) : people 37, are  15
Battle 642: are  (AC) DEFEATED people (4D) : people 36, are  16
Battle 643: people (JC) DEFEATED are  (8H) : people 37, are  15
Battle 644: people (TS) DEFEATED are  (9S) : people 38, are  14
Battle 645: people (AD) DEFEATED are  (3D) : people 39, are  13
Battle 646: are  (QD) DEFEATED people (4C) : people 38, are  14
Battle 647: people (5C) DEFEATED are  (3S) : people 39, are  13
Battle 648: are  (QS) DEFEATED people (4H) : people 38, are  14
Battle 649: people (KD) DEFEATED are  (3H) : people 39, are  13
Battle 650: are  (QH) TIED people (QC) : people 34, are  18
Battle 651: people (KC) DEFEATED are  (7D) : people 35, are  17
Battle 652: are  (AH) DEFEATED people (6H) : people 34, are  18
Battle 653: people (TD) DEFEATED are  (4D) : people 35, are  17
Battle 654: are  (AC) DEFEATED people (2D) : people 34, are  18
Battle 655: people (JS) DEFEATED are  (4C) : people 35, are  17
Battle 656: are  (QD) DEFEATED people (9C) : people 34, are  18
Battle 657: people (TC) DEFEATED are  (4H) : people 35, are  17
Battle 658: are  (QS) DEFEATED people (2S) : people 34, are  18
Battle 659: are  (QC) DEFEATED people (7C) : people 33, are  19
Battle 660: are  (QH) DEFEATED people (4S) : people 32, are  20
Battle 661: are  (JH) TIED people (JD) : people 37, are  15
Battle 662: are  (KS) DEFEATED people (2C) : people 36, are  16
Battle 663: people (AS) DEFEATED are  (2H) : people 37, are  15
Battle 664: are  (6C) DEFEATED people (5S) : people 36, are  16
Battle 665: people (9D) DEFEATED are  (6H) : people 37, are  15
Battle 666: are  (AH) DEFEATED people (3C) : people 36, are  16
Battle 667: people (7S) DEFEATED are  (2D) : people 37, are  15
Battle 668: are  (AC) DEFEATED people (5H) : people 36, are  16
Battle 669: are  (9C) TIED people (9H) : people 41, are  11
Battle 670: are  (QC) DEFEATED people (9S) : people 40, are  12
Battle 671: people (AD) DEFEATED are  (4S) : people 41, are  11
Battle 672: are  (QH) DEFEATED people (3D) : people 40, are  12
Battle 673: people (5C) DEFEATED are  (2C) : people 41, are  11
Battle 674: are  (KS) DEFEATED people (3S) : people 40, are  12
Battle 675: people (KD) DEFEATED are  (5S) : people 41, are  11
Battle 676: are  (6C) DEFEATED people (3H) : people 40, are  12
Battle 677: people (KC) DEFEATED are  (3C) : people 41, are  11
Battle 678: are  (AH) DEFEATED people (7D) : people 40, are  12
Battle 679: people (TD) DEFEATED are  (5H) : people 41, are  11
Battle 680: are  (AC) DEFEATED people (4D) : people 40, are  12
Battle 681: people (JS) DEFEATED are  (9S) : people 41, are  11
Battle 682: are  (QC) DEFEATED people (4C) : people 40, are  12
Battle 683: people (TC) DEFEATED are  (3D) : people 41, are  11
Battle 684: are  (QH) DEFEATED people (4H) : people 40, are  12
Battle 685: people (JD) DEFEATED are  (3S) : people 41, are  11
Battle 686: are  (KS) DEFEATED people (JH) : people 40, are  12
Battle 687: people (8D) DEFEATED are  (3H) : people 41, are  11
Battle 688: people (TH) DEFEATED are  (6C) : people 42, are  10
Battle 689: are  (7D) DEFEATED people (6D) : people 41, are  11
Battle 690: are  (AH) DEFEATED people (8C) : people 40, are  12
Battle 691: people (6S) DEFEATED are  (4D) : people 41, are  11
Battle 692: are  (AC) DEFEATED people (KH) : people 40, are  12
Battle 693: people (5D) DEFEATED are  (4C) : people 41, are  11
Battle 694: are  (QC) DEFEATED people (7H) : people 40, are  12
Battle 695: people (AS) DEFEATED are  (4H) : people 41, are  11
Battle 696: are  (QH) DEFEATED people (2H) : people 40, are  12
Battle 697: are  (JH) DEFEATED people (9D) : people 39, are  13
Battle 698: are  (KS) DEFEATED people (6H) : people 38, are  14
Battle 699: people (7S) DEFEATED are  (6D) : people 39, are  13
Battle 700: are  (7D) DEFEATED people (2D) : people 38, are  14
Battle 701: people (9H) DEFEATED are  (8C) : people 39, are  13
Battle 702: are  (AH) DEFEATED people (9C) : people 38, are  14
Battle 703: are  (KH) DEFEATED people (8S) : people 37, are  15
Battle 704: are  (AC) DEFEATED people (JC) : people 36, are  16
Battle 705: people (8H) DEFEATED are  (7H) : people 37, are  15
Battle 706: are  (QC) DEFEATED people (TS) : people 36, are  16
Battle 707: people (QD) DEFEATED are  (2H) : people 37, are  15
Battle 708: are  (QH) DEFEATED people (2S) : people 36, are  16
Battle 709: people (QS) DEFEATED are  (9D) : people 37, are  15
Battle 710: are  (JH) DEFEATED people (7C) : people 36, are  16
Battle 711: people (AD) DEFEATED are  (6H) : people 37, are  15
Battle 712: are  (KS) DEFEATED people (4S) : people 36, are  16
Battle 713: people (5C) DEFEATED are  (2D) : people 37, are  15
Battle 714: are  (7D) DEFEATED people (2C) : people 36, are  16
Battle 715: people (KD) DEFEATED are  (9C) : people 37, are  15
Battle 716: are  (AH) DEFEATED people (5S) : people 36, are  16
Battle 717: people (KC) DEFEATED are  (8S) : people 37, are  15
Battle 718: are  (KH) DEFEATED people (3C) : people 36, are  16
Battle 719: are  (JC) DEFEATED people (TD) : people 35, are  17
Battle 720: are  (AC) DEFEATED people (5H) : people 34, are  18
Battle 721: people (JS) DEFEATED are  (TS) : people 35, are  17
Battle 722: are  (QC) DEFEATED people (9S) : people 34, are  18
Battle 723: people (TC) DEFEATED are  (2S) : people 35, are  17
Battle 724: are  (QH) DEFEATED people (3D) : people 34, are  18
Battle 725: people (JD) DEFEATED are  (7C) : people 35, are  17
Battle 726: are  (JH) DEFEATED people (3S) : people 34, are  18
Battle 727: people (8D) DEFEATED are  (4S) : people 35, are  17
Battle 728: are  (KS) DEFEATED people (3H) : people 34, are  18
Battle 729: people (TH) DEFEATED are  (2C) : people 35, are  17
Battle 730: are  (7D) DEFEATED people (6C) : people 34, are  18
Battle 731: people (6S) DEFEATED are  (5S) : people 35, are  17
Battle 732: are  (AH) DEFEATED people (4D) : people 34, are  18
Battle 733: people (5D) DEFEATED are  (3C) : people 35, are  17
Battle 734: are  (KH) DEFEATED people (4C) : people 34, are  18
Battle 735: people (AS) DEFEATED are  (TD) : people 35, are  17
Battle 736: are  (JC) DEFEATED people (4H) : people 34, are  18
Battle 737: people (7S) DEFEATED are  (5H) : people 35, are  17
Battle 738: are  (AC) DEFEATED people (6D) : people 34, are  18
Battle 739: are  (9S) TIED people (9H) : people 39, are  13
Battle 740: are  (JH) DEFEATED people (2H) : people 38, are  14
Battle 741: people (QS) DEFEATED are  (3H) : people 39, are  13
Battle 742: are  (KS) DEFEATED people (9D) : people 38, are  14
Battle 743: people (AD) DEFEATED are  (6C) : people 39, are  13
Battle 744: are  (7D) DEFEATED people (6H) : people 38, are  14
Battle 745: people (5C) DEFEATED are  (4D) : people 39, are  13
Battle 746: are  (AH) DEFEATED people (2D) : people 38, are  14
Battle 747: people (KD) DEFEATED are  (4C) : people 39, are  13
Battle 748: are  (KH) DEFEATED people (9C) : people 38, are  14
Battle 749: people (KC) DEFEATED are  (4H) : people 39, are  13
Battle 750: are  (JC) DEFEATED people (8S) : people 38, are  14
Battle 751: people (JS) DEFEATED are  (6D) : people 39, are  13
Battle 752: are  (AC) DEFEATED people (TS) : people 38, are  14
Battle 753: people (TC) DEFEATED are  (2H) : people 39, are  13
Battle 754: are  (JH) DEFEATED people (2S) : people 38, are  14
Battle 755: people (JD) DEFEATED are  (9D) : people 39, are  13
Battle 756: are  (KS) DEFEATED people (7C) : people 38, are  14
Battle 757: people (8D) DEFEATED are  (6H) : people 39, are  13
Battle 758: are  (7D) DEFEATED people (4S) : people 38, are  14
Battle 759: people (TH) DEFEATED are  (2D) : people 39, are  13
Battle 760: are  (AH) DEFEATED people (2C) : people 38, are  14
Battle 761: are  (9C) DEFEATED people (6S) : people 37, are  15
Battle 762: are  (KH) DEFEATED people (5S) : people 36, are  16
Battle 763: are  (8S) DEFEATED people (5D) : people 35, are  17
Battle 764: are  (JC) DEFEATED people (3C) : people 34, are  18
Battle 765: people (AS) DEFEATED are  (TS) : people 35, are  17
Battle 766: are  (AC) DEFEATED people (TD) : people 34, are  18
Battle 767: people (7S) DEFEATED are  (2S) : people 35, are  17
Battle 768: are  (JH) DEFEATED people (5H) : people 34, are  18
Battle 769: people (9H) DEFEATED are  (7C) : people 35, are  17
Battle 770: are  (KS) DEFEATED people (9S) : people 34, are  18
Battle 771: people (8C) DEFEATED are  (4S) : people 35, are  17
Battle 772: people (8H) DEFEATED are  (7D) : people 36, are  16
Battle 773: people (7H) DEFEATED are  (2C) : people 37, are  15
Battle 774: are  (AH) DEFEATED people (QD) : people 36, are  16
Battle 775: people (QC) DEFEATED are  (6S) : people 37, are  15
Battle 776: are  (9C) DEFEATED people (3D) : people 36, are  16
Battle 777: people (QH) DEFEATED are  (5S) : people 37, are  15
Battle 778: are  (KH) DEFEATED people (3S) : people 36, are  16
Battle 779: people (QS) DEFEATED are  (5D) : people 37, are  15
Battle 780: are  (8S) DEFEATED people (3H) : people 36, are  16
Battle 781: people (AD) DEFEATED are  (3C) : people 37, are  15
Battle 782: are  (JC) DEFEATED people (6C) : people 36, are  16
Battle 783: are  (TD) DEFEATED people (5C) : people 35, are  17
Battle 784: are  (AC) DEFEATED people (4D) : people 34, are  18
Battle 785: people (KD) DEFEATED are  (5H) : people 35, are  17
Battle 786: are  (JH) DEFEATED people (4C) : people 34, are  18
Battle 787: people (KC) DEFEATED are  (9S) : people 35, are  17
Battle 788: are  (KS) DEFEATED people (4H) : people 34, are  18
Battle 789: are  (QD) DEFEATED people (JS) : people 33, are  19
Battle 790: are  (AH) DEFEATED people (6D) : people 32, are  20
Battle 791: people (TC) DEFEATED are  (3D) : people 33, are  19
Battle 792: are  (9C) DEFEATED people (2H) : people 32, are  20
Battle 793: people (JD) DEFEATED are  (3S) : people 33, are  19
Battle 794: are  (KH) DEFEATED people (9D) : people 32, are  20
Battle 795: people (8D) DEFEATED are  (3H) : people 33, are  19
Battle 796: are  (8S) DEFEATED people (6H) : people 32, are  20
Battle 797: people (TH) DEFEATED are  (6C) : people 33, are  19
